file	line	surface	text
scripts/main.js	512	html-content	             <div class="lancer-dialog-header">                 <h2 class="lancer-dialog-title">Movement History</h2>                 <p class="lancer-dialog-subtitle">${token.name}</p>             </div>             <div class="form-group">                 <p>What would you like to do with the movement history?</p>             </div>         
scripts/movement/cost-rules.js	182	notification	Lancer Automations: Region "${regionName ?? "?"}" has a non-integer difficulty (${value}). Use whole numbers (2 = +1 penalty, 3 = +2, ...).
scripts/movement/move-tracking.js	649	dialog-title	Boost
scripts/movement/move-tracking.js	667	dialog-title	Overcharge (NPC)
scripts/movement/move-tracking.js	709	dialog-title	BOOST & MOVE
scripts/movement/move-tracking.js	771	dialog-title	OVERCHARGE & BOOST & MOVE
scripts/movement/move-tracking.js	711	prose-field	Movement exceeds cap (${need}/${cap}). Boost adds +${boostSize}.
scripts/movement/move-tracking.js	773	prose-field	Movement exceeds cap+boost (${need}/${boostReach}). Overcharge grants an extra Boost (+${overBoostSize}).
scripts/movement/token-move-hooks.js	230	dialog-title	MOVEMENT REROUTED
scripts/seasonal/annual.js	301	notification	Could not send your message. Thanks anyway.
scripts/seasonal/annual.js	175	ui-label	Hello user. It is ${dateStr}.
scripts/seasonal/annual.js	188	ui-label	Many thanks to you.
scripts/seasonal/annual.js	189	ui-label	But now it is time to say something nice TO ME !!!!
scripts/seasonal/annual.js	190	ui-label	or else .....
scripts/seasonal/annual.js	286	ui-label	VERDICT >>
scripts/seasonal/annual.js	203	placeholder	say something nice, or else .....
scripts/seasonal/annual.js	334	prose-field	LANCER // PERSONAL TRANSMISSION
scripts/setup/checkCompatibility.js	469	notification	Migration complete. Reloading in 1 second...
scripts/setup/checkCompatibility.js	395	dialog-title	Lancer Automations: about Lancer QoL
scripts/setup/deprecations.js	99	notification	${total} saved activation(s) use a deprecated pattern. See the console for details.
scripts/setup/deprecations.js	19	ui-label	item ${lid} / ${reaction?.name || 'unnamed'}
scripts/setup/deprecations.js	37	prose-field	triggerData.endActivation is deprecated and these activations no longer receive the end of an 
scripts/setup/lancer-modif.js	80	notification	${label} ${state.item.name} is disabled!
scripts/setup/lancer-modif.js	597	notification	UseAmmoFlow not registered. Is the flow registration enabled?
scripts/setup/lancer-modif.js	604	notification	Could not resolve item or actor for ammo flow.
scripts/setup/lancer-modif.js	613	notification	Could not resolve Flow base class.
scripts/setup/lancer-modif.js	662	notification	System ${state.item.name} is destroyed!
scripts/setup/lancer-modif.js	672	notification	System ${state.item.name} is disabled!
scripts/setup/lancer-modif.js	686	notification	${state.item.name} does not have enough charges! (need ${cost}, have ${uses?.value ?? 0})
scripts/setup/lancer-modif.js	1014	notification	No actor ID found on ${flowType} prompt button.
scripts/setup/lancer-modif.js	1022	notification	Invalid actor ID on ${flowType} prompt button.
scripts/setup/lancer-modif.js	1033	notification	Cannot resolve Flow base class for ${flowType}.
scripts/setup/lancer-modif.js	1058	notification	Invalid flow structure for ${flowType}.
scripts/setup/lancer-modif.js	1069	notification	Only the GM can run LCP data repair.
scripts/setup/lancer-modif.js	1098	notification	Reading LCP source data...
scripts/setup/lancer-modif.js	1196	notification	Could not write to ${lockedPacks.join(', ')}. Open the Compendium tab, right-click each pack, 
scripts/setup/lancer-modif.js	1220	notification	Applied fixes to ${fixed} item(s).${fixed > 0 ? ' Reload recommended.' : ''}
scripts/setup/lancer-modif.js	1225	notification	Repair failed: ${e.message}. Check console.
scripts/setup/lancer-modif.js	1543	notification	Only the GM can sync token heights.
scripts/setup/lancer-modif.js	1547	notification	Wall Height is not active — values written but unused by the canvas.
scripts/setup/lancer-modif.js	1587	notification	Prototype sync failed; see console.
scripts/setup/lancer-modif.js	1631	notification	Prototypes: ${protoUpdated} updated, ${protoSkipped} skipped. Scene tokens: ${sceneUpdated} updated, ${sceneSkipped} skipped.
scripts/setup/lancer-modif.js	1638	notification	Only the GM can sync actor portraits.
scripts/setup/lancer-modif.js	1684	notification	Sync failed; see console.
scripts/setup/lancer-modif.js	1688	notification	Synced ${imgUpdated} portrait${imgUpdated === 1 ? '' : 's'} and ${nameUpdated} name${nameUpdated === 1 ? '' : 's'}, skipped ${skipped}.
scripts/setup/lancer-modif.js	1074	dialog-title	Lancer Automations — Apply System Fixes
scripts/setup/lancer-modif.js	1549	dialog-title	Lancer Automations — Sync Token Heights
scripts/setup/lancer-modif.js	1643	dialog-title	Lancer Automations — Sync Actors to Prototype Token
scripts/setup/lancer-modif.js	853	placeholder	Ammo Name
scripts/setup/lancer-modif.js	860	placeholder	Description
scripts/setup/lancer-modif.js	1075	html-content	<p>This will fix known data issues on all compendium and actor-owned items.</p><p>Continue?</p>
scripts/setup/lancer-modif.js	1550	html-content	<p>Set <b>wall-height.tokenHeight</b> on every world actor (prototype) and every placed token across all scenes.</p><p>Continue?</p>
scripts/setup/lancer-modif.js	1644	html-content	<p>For every world actor, set <b>actor.img</b> and <b>actor.name</b> to the prototype token image and name.</p><p>Continue?</p>
scripts/setup/news.js	563	dialog-title	Lancer Automations - News & Releases
scripts/setup/news.js	313	text-node	Could not submit. Try again later.
scripts/setup/scene-dim-from-image.js	41	notification	No background image set on this scene.
scripts/setup/scene-dim-from-image.js	52	notification	Couldn't load image: ${src}
scripts/setup/scene-dim-from-image.js	64	notification	Scene dimensions set to ${img.naturalWidth} × ${img.naturalHeight}.
scripts/setup/scene-dim-from-image.js	83	notification	Current scene dimensions are empty. Set Width and Height first.
scripts/setup/scene-dim-from-image.js	100	notification	Scene dimensions scaled to ${newW} × ${newH}.
scripts/setup/scene-dim-from-image.js	171	text-node	Scale W/H %
scripts/setup/settings-onboarding.js	1323	notification	Lancer Automations setup applied.
scripts/setup/settings-onboarding.js	978	dialog-title	Lancer Automations Setup
scripts/setup/settings-onboarding.js	1333	dialog-title	Reload Required
scripts/setup/settings-onboarding.js	1334	html-content	<p>Some of your answers need a reload to take effect. Reload now? The tour will start once Foundry is back.</p>
scripts/setup/settingsMenus.js	333	notification	Floating Numbers: ${!before ? 'ON' : 'OFF'}
scripts/setup/settingsMenus.js	403	notification	reinjectAutoBarsOnAllTokens is not exported.
scripts/setup/settingsMenus.js	420	notification	applyDefaultsToCurrentScene is not exported.
scripts/setup/settingsMenus.js	488	notification	TAH position reset to default. Re-select a token to see the change.
scripts/setup/settingsMenus.js	506	notification	TAH Macros cleared.
scripts/setup/settingsMenus.js	525	notification	TAH Favorites cleared.
scripts/setup/settingsMenus.js	2125	notification	"${ev.code}" is reserved by Foundry and cannot be bound.
scripts/setup/settingsMenus.js	2287	notification	"${matchedField.label}" failed, see the console.
scripts/setup/settingsMenus.js	499	dialog-title	Clear TAH Macros
scripts/setup/settingsMenus.js	517	dialog-title	Clear TAH Favorites
scripts/setup/settingsMenus.js	1961	dialog-title	Lancer Automations Configuration
scripts/setup/settingsMenus.js	2792	dialog-title	Reload Required
scripts/setup/settingsMenus.js	2170	text-node	Press a key… (Esc to cancel)
scripts/setup/settingsMenus.js	2219	text-node	Press a key… (Esc to cancel)
scripts/setup/settingsMenus.js	500	html-content	<p>Remove every macro from the TAH Macros category? This cannot be undone.</p>
scripts/setup/settingsMenus.js	518	html-content	<p>Remove every favorite marker? This cannot be undone.</p>
scripts/setup/settingsMenus.js	2793	html-content	<p>One or more changes require a reload to take effect. Reload now?</p>
scripts/setup/status-effects.js	52	prose-field	Like Burn, but applies Heat instead of damage. Characters immediately take Heat equal to the Infection received, and the value stacks if Infection is already present. At the end of their turn, they roll a Systems check: on success they clear all Infection, otherwise they take Heat equal to the current Infection. Anything that clears Burn (e.g. Stabilize) also clears Infection.
scripts/setup/status-effects.js	64	prose-field	Allied characters adjacent to this character can use them as hard cover.
scripts/setup/status-effects.js	74	prose-field	This character is treated as hard cover and blocks line of sight.
scripts/setup/status-effects.js	84	prose-field	This character can move through other characters, but still cannot end its movement on them.
scripts/setup/status-effects.js	140	prose-field	You count as having RESISTANCE to all damage, burn, and heat: take half, rounded up.
scripts/setup/status-effects.js	153	prose-field	Cannot be moved
scripts/setup/status-effects.js	158	prose-field	You ignore engagement and your movement does not provoke reactions
scripts/setup/status-effects.js	163	prose-field	You are destroyed
scripts/setup/status-effects.js	168	prose-field	You are grappling in a grapple contest
scripts/setup/status-effects.js	177	prose-field	You are grappled in a grapple contest
scripts/setup/status-effects.js	186	prose-field	Characters take damage when they fall 3 or more spaces and cannot recover before hitting the ground. Characters fall 10 spaces per round in normal gravity, but can't fall in zero-G or very low-G environments. They take 3 Kinetic AP (armour piercing) damage for every three spaces fallen, to a maximum of 9 Kinetic AP. Falling is a type of involuntary movement.
scripts/setup/status-effects.js	191	prose-field	Deals Half damage, heat, and burn on attacks
scripts/setup/status-effects.js	196	prose-field	Light of sight reduced to 1
scripts/setup/status-effects.js	201	prose-field	You ignore effect of climbing terrain
scripts/setup/status-effects.js	206	prose-field	You hover above the ground: same movement rules as Flying.
scripts/setup/status-effects.js	211	prose-field	You ignore difficult and dangerous terrain
scripts/setup/status-effects.js	216	prose-field	You ignore difficult terrain. Dangerous terrain still applies.
scripts/setup/status-effects.js	221	prose-field	You are in a reactor meltdown
scripts/setup/status-effects.js	227	prose-field	You can Stabilize as a quick action
scripts/setup/status-effects.js	233	prose-field	You resist the triggering attack, all other attacks against you are made at +1 difficulty. Due to the stress of bracing, you cannot take reactions, you can only take one quick action – you cannot OVERCHARGE, move normally, take full actions, or take free actions.
scripts/setup/status-effects.js	239	prose-field	Your core is active
scripts/setup/status-effects.js	249	prose-field	DAZED mechs can only take one quick action – they cannot OVERCHARGE, move normally, nor take full actions, reactions, or free actions.
scripts/setup/status-effects.js	255	prose-field	An OVERHEATED mech cannot take any actions or activate abilities that would inflict Heat upon themselves, including OVERCHARGE and systems with the HEAT X (SELF) tag. Weapons with OVERKILL lose the tag while OVERHEATED. Cleared by STABILIZE.
scripts/setup/telemetry.js	190	notification	Now counted as ${role}. Thank you!
scripts/setup/telemetry.js	205	notification	Opted out. No more data will be sent.
scripts/setup/telemetry.js	86	dialog-title	Lancer Automations
scripts/setup/telemetry.js	194	dialog-title	Change Data Consent
scripts/setup/telemetry.js	195	html-content	<p>You are <strong>${label}</strong>.</p><p>What would you like?</p>
scripts/setup/tmac-presets.js	86	notification	Template Macro is not active.
scripts/setup/tmac-presets.js	107	notification	LaSossis template presets: ${added} added, ${updated} updated.
scripts/setup/tour.js	1397	notification	The Add Extra tour needs a mech on the scene.
scripts/setup/tour.js	35	dialog-title	Effect Manager
scripts/setup/tour.js	41	dialog-title	Standard
scripts/setup/tour.js	48	dialog-title	Standard - Effect
scripts/setup/tour.js	54	dialog-title	Standard - Duration
scripts/setup/tour.js	60	dialog-title	Standard - Consume on
scripts/setup/tour.js	66	dialog-title	Presets
scripts/setup/tour.js	72	dialog-title	Custom
scripts/setup/tour.js	79	dialog-title	Custom - Build
scripts/setup/tour.js	85	dialog-title	Custom - Saved
scripts/setup/tour.js	91	dialog-title	Bonus
scripts/setup/tour.js	98	dialog-title	Bonus - Type
scripts/setup/tour.js	104	dialog-title	Bonus - Consume
scripts/setup/tour.js	110	dialog-title	Bonus - Add
scripts/setup/tour.js	116	dialog-title	Manage
scripts/setup/tour.js	126	dialog-title	On a Sheet
scripts/setup/tour.js	144	dialog-title	L.A Menu
scripts/setup/tour.js	165	dialog-title	Add Extra
scripts/setup/tour.js	191	dialog-title	Extra Actions
scripts/setup/tour.js	197	dialog-title	Extra Deployables
scripts/setup/tour.js	203	dialog-title	Extra Bars
scripts/setup/tour.js	209	dialog-title	Editor
scripts/setup/tour.js	238	dialog-title	Where to find this
scripts/setup/tour.js	248	dialog-title	Configuration
scripts/setup/tour.js	254	dialog-title	Pages
scripts/setup/tour.js	261	dialog-title	Activations
scripts/setup/tour.js	268	dialog-title	Combat & Movement
scripts/setup/tour.js	275	dialog-title	Wrecks
scripts/setup/tour.js	282	dialog-title	Tokens & Display
scripts/setup/tour.js	289	dialog-title	Isometric
scripts/setup/tour.js	297	dialog-title	Token Action HUD
scripts/setup/tour.js	304	dialog-title	Sounds
scripts/setup/tour.js	311	dialog-title	Statuses & FX
scripts/setup/tour.js	318	dialog-title	Debug
scripts/setup/tour.js	325	dialog-title	Tools & Extras
scripts/setup/tour.js	332	dialog-title	Vision
scripts/setup/tour.js	339	dialog-title	Tutorials & Help
scripts/setup/tour.js	345	dialog-title	Save
scripts/setup/tour.js	354	dialog-title	Where to find this
scripts/setup/tour.js	364	dialog-title	Activation Manager
scripts/setup/tour.js	370	dialog-title	Tabs
scripts/setup/tour.js	377	dialog-title	Custom
scripts/setup/tour.js	390	dialog-title	Editor
scripts/setup/tour.js	397	dialog-title	Item-bound or General
scripts/setup/tour.js	404	dialog-title	Item LID
scripts/setup/tour.js	411	dialog-title	Triggers
scripts/setup/tour.js	418	dialog-title	Filters
scripts/setup/tour.js	425	dialog-title	Code Blocks
scripts/setup/tour.js	432	dialog-title	Autocomplete
scripts/setup/tour.js	441	dialog-title	Folders
scripts/setup/tour.js	448	dialog-title	Search & Filter
scripts/setup/tour.js	455	dialog-title	Defaults
scripts/setup/tour.js	462	dialog-title	Startup
scripts/setup/tour.js	571	dialog-title	Token Action HUD
scripts/setup/tour.js	577	dialog-title	Token Name
scripts/setup/tour.js	583	dialog-title	Move the HUD
scripts/setup/tour.js	589	dialog-title	Combat Toggle
scripts/setup/tour.js	595	dialog-title	Stats Bar
scripts/setup/tour.js	601	dialog-title	More Stats
scripts/setup/tour.js	607	dialog-title	Movement Cap
scripts/setup/tour.js	613	dialog-title	Action Tracker
scripts/setup/tour.js	619	dialog-title	Movement History
scripts/setup/tour.js	625	dialog-title	Keyboard Navigation
scripts/setup/tour.js	631	dialog-title	Categories
scripts/setup/tour.js	637	dialog-title	Item Rows
scripts/setup/tour.js	676	dialog-title	Automation Hint
scripts/setup/tour.js	717	dialog-title	Right-click Details
scripts/setup/tour.js	763	dialog-title	Search
scripts/setup/tour.js	769	dialog-title	Favorites
scripts/setup/tour.js	775	dialog-title	Action Wheel
scripts/setup/tour.js	798	dialog-title	Status Wheel
scripts/setup/tour.js	834	dialog-title	Utility
scripts/setup/tour.js	857	dialog-title	And more
scripts/setup/tour.js	866	dialog-title	Advanced TAH Tools
scripts/setup/tour.js	884	dialog-title	And more
scripts/setup/tour.js	893	dialog-title	Lancer Ruler
scripts/setup/tour.js	900	dialog-title	Movement Wheel
scripts/setup/tour.js	928	dialog-title	Cycle While Dragging
scripts/setup/tour.js	935	dialog-title	Free & Debug
scripts/setup/tour.js	942	dialog-title	Force Movement
scripts/setup/tour.js	954	dialog-title	Advanced Measure
scripts/setup/tour.js	960	dialog-title	Shortcuts
scripts/setup/tour.js	966	dialog-title	Shapes
scripts/setup/tour.js	972	dialog-title	Range Pulse
scripts/setup/tour.js	978	dialog-title	Pinned Rings
scripts/setup/tour.js	984	dialog-title	Markers & Ruler
scripts/setup/tour.js	1001	dialog-title	Lancer Automations
scripts/setup/tour.js	1108	dialog-title	Token Action HUD
scripts/setup/tour.js	1454	dialog-title	Lancer Automations: Configuration
scripts/setup/tour.js	1465	dialog-title	Lancer Automations: Activation Manager
scripts/setup/tour.js	1476	dialog-title	Lancer Automations: Token Action HUD
scripts/setup/tour.js	1488	dialog-title	Lancer Automations: TAH Advanced Tools
scripts/setup/tour.js	1500	dialog-title	Lancer Automations: Effect Manager
scripts/setup/tour.js	1512	dialog-title	Lancer Automations: Lancer Ruler
scripts/setup/tour.js	1521	dialog-title	Lancer Automations: Advanced Measure
scripts/setup/tour.js	1533	dialog-title	Lancer Automations: Add Extra
scripts/setup/tour.js	1618	dialog-title	Lancer Automations
scripts/setup/tour.js	1647	dialog-title	Lancer Automations - Movement
scripts/setup/tour.js	1455	prose-field	Guided walkthrough of every tab in the Lancer Automations configuration window.
scripts/setup/tour.js	1466	prose-field	Walks through the Activation Manager dialog (custom activations, defaults, startup scripts).
scripts/setup/tour.js	1477	prose-field	Walks through the Token Action HUD on a controlled token.
scripts/setup/tour.js	1489	prose-field	The gameplay tools inside the Token Action HUD: skirmish/barrage, boost, deploy, contest, scan, link, reinforcement, downtime, reserve, vote.
scripts/setup/tour.js	1501	prose-field	Walks through the Effect Manager dialog (standard, custom, bonus, manage).
scripts/setup/tour.js	1513	prose-field	The movement wheel, movement types, and the free/debug keys.
scripts/setup/tour.js	1522	prose-field	The Advanced Measure tool: shapes, ranges, markers, and shortcuts.
scripts/setup/tour.js	1534	prose-field	Add Extra, Add Effect and Extra Config from an actor or item sheet.
scripts/setup/tour.js	36	html-content	Coding and automation can feel rough, and mid-game you need stuff fast. Here's a UI on top of the Lancer Automations systems, no code.
scripts/setup/tour.js	42	html-content	The standard effect page. Pick a status, a duration, optionally an auto-consume trigger.
scripts/setup/tour.js	49	html-content	Pick a status and a stack count. Target is up top.
scripts/setup/tour.js	55	html-content	How long it sticks: end/start of turn, indefinite, etc.
scripts/setup/tour.js	61	html-content	Optional auto-consume trigger (on hit, on damage, on turn end...). Picking some triggers reveals extra filters: item LID, action name, status, check type.
scripts/setup/tour.js	67	html-content	Save a filled-in effect as a preset and reload it later - handy for ones you apply often.
scripts/setup/tour.js	73	html-content	Registering every possible status from NPC stuff is tedious and noisy on the status list. This tab lets you create temporary statuses on the fly. With my <b>temporary-custom-statuses</b> module some can be saved and reused.
scripts/setup/tour.js	80	html-content	Name, icon, duration, note. Same shape as Standard but for ad-hoc statuses.
scripts/setup/tour.js	86	html-content	Statuses saved through temporary-custom-statuses show up here for reuse, and on a separate Statuses tab in TAH.
scripts/setup/tour.js	92	html-content	The advanced stuff, and one of the core features of the Lancer Automations engine. Many many things go through here: accuracy, damage on next attack, immunities, rerolls, target modifiers. They inject into the regular Lancer system cards seamlessly. Read <code>doc/API_EFFECTS.md</code> for the full menu.
scripts/setup/tour.js	99	html-content	The bonus type. Each one reveals its own fields below.
scripts/setup/tour.js	105	html-content	Same trigger picker as Standard. Combined with Uses, this is how you build things like <i>3 stacks of +1d6 damage on next attack, consumed on damage roll</i>.
scripts/setup/tour.js	111	html-content	Adds the bonus to the target.
scripts/setup/tour.js	117	html-content	Everything currently on a token, including passive bonuses you can't see otherwise (Veterancy adding a passive on a HASE check, etc.).
scripts/setup/tour.js	127	html-content	Add extras and effects to any actor or item right from its sheet. The <b>L.A</b> button in its header is the entry point; the number shows how much is already attached.
scripts/setup/tour.js	145	html-content	The L.A button opens this menu. <b>Add Effect</b> opens the Effect Manager for this sheet, <b>Add Extra</b> attaches actions/deployables/bars, and <b>Extra Config</b> (items only) tunes auto-consume and deployable range/count.
scripts/setup/tour.js	166	html-content	Add Extra opens this: tie extra actions, deployables, and resource bars onto the actor or item.
scripts/setup/tour.js	192	html-content	Custom actions bolted onto the actor or item - name, activation, icon, optional resource limits. They show up in the TAH.
scripts/setup/tour.js	198	html-content	Attach deployables by actor or LID, or drag one in - this is how an NPC feature gets its deployable in the TAH. The T1/T2/T3 pills gate an entry to that NPC tier; none lit = every tier.
scripts/setup/tour.js	204	html-content	Quick-add a manual token stat bar to track anything you like.
scripts/setup/tour.js	210	html-content	Actions can also be an attack or damage roll.
scripts/setup/tour.js	239	html-content	Re-open this any time from the <b>Lancer Automations</b> button in the Game Settings sidebar, under the LANCER section.
scripts/setup/tour.js	249	html-content	Pretty simple, here's the configuration menu where all the Lancer Automations options live. Note: some settings are <b>client-side</b> (per user) and not shared world-wide (Token Action HUD, custom stat bars, vision debug overlays, etc.). Each player must enable them on their own client.
scripts/setup/tour.js	255	html-content	Every page groups related stuff, sorted by family on the left. The search box up top looks through all of them at once.
scripts/setup/tour.js	262	html-content	How activation popups feel during play: who sees them, whether the reaction is auto-spent, and a couple of niche toggles.
scripts/setup/tour.js	269	html-content	All the combat-flavor toggles: knockback, throw, movement-cap, boost detection, alt structure/stress rules, infection damage. The big stuff.
scripts/setup/tour.js	276	html-content	What happens when something dies. Spawn a wreck token, play the explosion, optionally drop terrain. Per-category if you want monstrosity wrecks to look different from mech wrecks.
scripts/setup/tour.js	283	html-content	Half-size tokens, auto wall-height for tokens, my own token stat bars (a Bar Brawl alternative). Mostly QoL display tweaks.
scripts/setup/tour.js	290	html-content	Fixes for isometric modules (Isometric Perspective, Grape Juice). Only shows when one is active.
scripts/setup/tour.js	298	html-content	Here you can enable the TAH, my own Token Action HUD. It offers a bunch of tools, with UI and sound, and a few options to tune it. Still work in progress but fairly usable.
scripts/setup/tour.js	305	html-content	All the sound feedback options, including the UI sounds for the TAH.
scripts/setup/tour.js	312	html-content	The FX section: status visual effects (glows, shaders) plus the extra statuses I added. A bit like Lancer QoL, so pick one or the other if both are on.
scripts/setup/tour.js	319	html-content	Flip these on if something feels off and you want to see what the module is doing under the hood.
scripts/setup/tour.js	326	html-content	My optional content packs (personal stuff), the News & Releases history, and one-shot maintenance buttons: LCP repair, reset, export, import.
scripts/setup/tour.js	333	html-content	Vision-from-edge for big tokens, the Lancer Sensors and Battlefield Awareness detection modes (auto-add, combat-only, range source), basic-sight overrides, and drag-vision behavior all live here.
scripts/setup/tour.js	340	html-content	Re-run the <b>Setup Wizard</b>, or launch any tour: Token Action HUD, ruler &amp; movement, advanced measure, effect manager, automation. They can run long - start one now or come back whenever.
scripts/setup/tour.js	346	html-content	One Save commits every tab at once. Some changes need a reload, you'll be prompted on close.
scripts/setup/tour.js	355	html-content	Re-open this any time from the <b>Activation Manager</b> button in the Game Settings sidebar, under the LANCER section.
scripts/setup/tour.js	365	html-content	Where you build automations. Item-bound (per LID) or general, code-driven, fired on triggers like onMove, onHit, onActivation, and so on.
scripts/setup/tour.js	371	html-content	Custom is your own stuff. Defaults are the activations bundled with the module. Startup is JS that runs once on Foundry ready.
scripts/setup/tour.js	378	html-content	Your activations, grouped into folders. Each row binds to one or more triggers and runs your code.
scripts/setup/tour.js	385	html-content	Create a new one. You'll pick item-bound (LID) or general, the triggers, and the code blocks that run on evaluate / activate / init.
scripts/setup/tour.js	391	html-content	Add opens this editor. Triggers, filters, and code all live here; Save commits, closing discards.
scripts/setup/tour.js	398	html-content	Bind it to an item (by LID) or make it <b>general</b> - checked on every token.
scripts/setup/tour.js	405	html-content	For item-bound activations, the item's Lancer ID. The finder button beside it searches your items and compendiums, so you don't type it by hand.
scripts/setup/tour.js	412	html-content	Tick the triggers that fire it: onMove, onHit, onActivation, onStructure, and many more.
scripts/setup/tour.js	419	html-content	Narrow when it fires: react to self or others, disposition, in or out of combat, auto-activate.
scripts/setup/tour.js	426	html-content	Your logic: <b>evaluate</b> (should it fire?), <b>activation</b> (what happens), plus onInit and onMessage.
scripts/setup/tour.js	433	html-content	The editor suggests API names as you type. Press <b>Alt-Enter</b> to open the list, then arrow through to see what each does.
scripts/setup/tour.js	442	html-content	Make folders to keep things tidy. Drag rows in to file them.
scripts/setup/tour.js	449	html-content	Filter by name, LID, or trigger type. Handy when the list gets long.
scripts/setup/tour.js	456	html-content	The activations bundled with the module: Overwatch, Brace, Flight, Fall, plus a bunch of NPC-feature automations. Toggle them on or off.
scripts/setup/tour.js	463	html-content	JS that runs once on Foundry ready. Good for helper functions you want your activations to reuse.
scripts/setup/tour.js	572	html-content	The Lancer Automations Token Action HUD - your token's action menu.
scripts/setup/tour.js	578	html-content	Click the name to open the actor sheet.
scripts/setup/tour.js	584	html-content	Unlock with the lock icon, then drag the HUD anywhere. The reset icon restores its position.
scripts/setup/tour.js	590	html-content	Click the swords icon to add or remove the token from the combat tracker without leaving the HUD.
scripts/setup/tour.js	596	html-content	Live vitals: HP, heat, structure and stress pips, overshield, burn.
scripts/setup/tour.js	602	html-content	Click to expand armor, evasion, e-defense, tech attack, save, sensors, and core.
scripts/setup/tour.js	608	html-content	The right number is the max move this turn (speed); the left is what the token has used so far. Boost (or anything granting extra move) extends the cap.
scripts/setup/tour.js	614	html-content	Quick / Full / Reaction / Protocol / Move pips. Click to spend, right-click to restore; on your turn the spent slot becomes End Turn. It mirrors Lancer\'s own action tracker, so you can disable that one in the Lancer system settings.
scripts/setup/tour.js	620	html-content	Revert the last move, or clear this token\'s recorded history.
scripts/setup/tour.js	626	html-content	Drive the HUD by keyboard: <b>Shift+WASD</b> moves, <b>Shift+E</b> left-clicks, <b>Shift+Q</b> right-clicks, <b>Shift+F</b> searches.
scripts/setup/tour.js	632	html-content	The Menu column lists categories (Actions, Weapons, Systems, Frame, Talents, Utility, Statuses). Hovering or clicking a row cascades extra columns out to the right.
scripts/setup/tour.js	638	html-content	Any row that is not a sub-category is an item. Left-click usually activates it; right-click (or Shift+Q) opens a detail popup with its full text.
scripts/setup/tour.js	677	html-content	A coloured triangle on a row's left edge marks it <b>automated</b> - using it runs its built-in effects.
scripts/setup/tour.js	718	html-content	Right-click any item (or <b>Shift+Q</b>) to open a detail popup: full text, tags, and any Disable / Destroy toggles.
scripts/setup/tour.js	764	html-content	Click the magnifier or press <b>Shift+F</b> to live-filter every action.
scripts/setup/tour.js	770	html-content	Ctrl+Right-click any action to pick which wheel it goes on. The mark on a row says where it lives. Hover the star tab to open the list.
scripts/setup/tour.js	776	html-content	Press <b>F</b> on a selected token: your favorites form a wheel around it. Click an icon to use it, right-click for its details, hover for the range preview. <b>Tab</b> switches to the second wheel once you have one.
scripts/setup/tour.js	799	html-content	Press <b>G</b> for the statuses on the token plus the ones starred in the status panel. Click to apply or add a stack, right-click to remove one. Removing a permanent effect asks first.
scripts/setup/tour.js	835	html-content	Sub-categories of tools: Gameplay actions, Movement helpers, Measures (the Advanced Measure tool), Log, Glossary, and a Misc grab-bag.
scripts/setup/tour.js	858	html-content	There is a lot more under the hood, but the tour would get long. Drop by Discord if you have questions.
scripts/setup/tour.js	867	html-content	A pass through the tools tucked into the HUD, past just firing weapons.
scripts/setup/tour.js	885	html-content	That's the toolbox. Dig through Utility for the rest.
scripts/setup/tour.js	894	html-content	Drag a token to measure. The ruler follows Lancer rules: speed cap, terrain cost, climb, flight ceiling.
scripts/setup/tour.js	901	html-content	Press <b>M</b> on a selected token to open this wheel and set its <b>base</b> movement type - walk, fly, drift, each with its own cost rules.
scripts/setup/tour.js	929	html-content	During a drag, press <b>M</b> to cycle the type for that drag only - the token's base type stays put.
scripts/setup/tour.js	936	html-content	Hold <b>V</b> for free movement (no cost, ignores terrain). Hold <b>B</b> for debug movement (skips automation hooks). <b>Ctrl+drag</b> from empty space gives the vanilla ruler.
scripts/setup/tour.js	943	html-content	<b>Force</b> is unintentional movement (knockback, drag): it doesn't trigger move automations like Overwatch.
scripts/setup/tour.js	955	html-content	A measuring toolset reusing LA's targeting visuals - toggle it with <b>Shift+R</b>. Everything lives on this floating toolbar.
scripts/setup/tour.js	961	html-content	Hover here for the full cheat-sheet. Quick ones: <b>Ctrl+wheel</b> rotate, <b>Shift+wheel</b> size, <b>Q/E</b> elevation, <b>W/S</b> tilt a line, <b>Z</b> reset.
scripts/setup/tour.js	967	html-content	Pick a shape - Blast, Burst, Cone, Line - or a single Target mark. Options make it 3D (elevation), auto-follow terrain, and propagate cell to cell.
scripts/setup/tour.js	973	html-content	Pulse a range around the shape: a manual radius, threat, sensor, max reach, or a weapon's range. <b>T</b> cycles sources, re-clicking the active one turns it off. A movement-reach toggle is here too.
scripts/setup/tour.js	979	html-content	<b>Right-click</b> a range source (or a weapon in its list) to pin it: a steady ring that stays while the tool is open, on as many tokens as you want. Pinned entries show a ★; the TAH range toggles pin the same way.
scripts/setup/tour.js	985	html-content	<b>Shift+click</b> in free mode marks a token (shows its range and reach) or the ground (manual-range only). Hold <b>Ctrl</b> for the vanilla Measure Distance ruler.
